ID,Name,Gender,Age,Height (cm),Weight (kg),Country,Continent,Year,Season,Sport,Event,Medal
3774,Pál Budai,Female,35,184,71,Spain,Europe,2022,Summer,Weightlifting,Men's 77kg,
3775,Imre Csjef,Male,34,188,95,France,Europe,2022,Summer,Weightlifting,Women's 58kg,Gold
3776,Tibor Csík,Female,36,169,51,South Korea,Asia,2022,Winter,Skiing,Alpine Skiing,Gold
3777,Tibor Dezamits,Male,40,153,70,Australia,Oceania,2022,Summer,Weightlifting,Women's 58kg,Silver
3778,András Dőri,Male,33,196,117,Brazil,South America,2022,Summer,Swimming,200m Butterfly,Gold
3779,István Énekes,Female,36,192,98,Japan,Asia,2022,Summer,Swimming,100m Freestyle,
3780,János Erdei,Male,38,196,105,Spain,Europe,2022,Summer,Gymnastics,Floor Exercise,Bronze
3781,Zsolt Erdei,Female,39,187,103,France,Europe,2022,Winter,Ice Hockey,Men's Ice Hockey,Gold
3782,Lajos Erős,Male,39,165,57,Brazil,South America,2022,Summer,Athletics,100m Sprint,Silver
3783,Béla Farkas,Male,19,180,74,China,Asia,2022,Winter,Skiing,Cross-Country,Gold
3784,Sándor Farkas,Female,38,167,108,Australia,Oceania,2022,Summer,Weightlifting,Women's 58kg,Gold
3785,István Fazekas,Female,22,162,59,Italy,Europe,2022,Winter,Skiing,Alpine Skiing,
3786,Dezső Frigyes,Male,35,170,55,Spain,Europe,2022,Summer,Weightlifting,Women's 58kg,
3787,Zoltán Füzesy,Female,20,169,70,Japan,Asia,2022,Summer,Football,Women's Football,Silver
3788,István Gáli,Female,19,193,104,South Africa,Africa,2022,Summer,Football,Women's Football,Silver
3789,György Gedó,Female,19,199,65,Germany,Europe,2022,Winter,Ice Hockey,Women's Ice Hockey,Bronze
3790,Miklós Gelbai,Male,28,184,70,Canada,North America,2022,Summer,Weightlifting,Men's 77kg,
3791,László Gula,Male,18,186,88,Japan,Asia,2022,Summer,Athletics,Marathon,Bronze
3792,Róbert Gönczi,Male,25,192,56,Australia,Oceania,2022,Summer,Gymnastics,Vault,Gold
3793,Imre Harangi,Male,26,185,76,Australia,Oceania,2022,Winter,Ice Hockey,Women's Ice Hockey,
3794,Róbert Isaszegi,Female,32,165,81,Russia,Europe,2022,Summer,Weightlifting,Women's 58kg,Gold
3795,József Jakab,Female,23,150,65,Spain,Europe,2022,Winter,Ice Hockey,Men's Ice Hockey,Bronze
3796,Vilmos Jakab,Female,31,162,98,South Africa,Africa,2022,Summer,Football,Women's Football,Bronze
3797,István Juhász,Male,27,199,92,UK,Europe,2022,Summer,Basketball,Women's Tournament,
3798,János Kajdi,Female,29,175,118,France,Europe,2022,Summer,Swimming,100m Freestyle,Gold
3799,György Kapocsi,Female,31,154,52,Japan,Asia,2022,Summer,Football,Men's Football,
3800,Ferenc Kellner,Female,39,162,93,Canada,North America,2022,Summer,Football,Women's Football,Gold
3801,Antal Kocsis,Male,37,199,108,Italy,Europe,2024,Summer,Athletics,Marathon,Gold
3802,István Kovács,Female,31,165,85,Italy,Europe,2024,Summer,Gymnastics,Floor Exercise,
3803,Frigyes Kubinyi,Female,36,153,116,South Korea,Asia,2024,Summer,Athletics,200m Sprint,
3804,Csaba Kuzma,Female,36,195,103,South Korea,Asia,2024,Summer,Athletics,Marathon,Bronze
3805,Pál Lakatos,Male,30,199,96,South Africa,Africa,2024,Summer,Swimming,200m Butterfly,Gold
3806,István Lévai,Male,32,195,98,Russia,Europe,2024,Winter,Skiing,Cross-Country,
3807,Béla Lőwig,Male,24,174,83,China,Asia,2024,Summer,Football,Women's Football,
3808,Imre Mándi,Male,29,155,68,France,Europe,2024,Winter,Skiing,Alpine Skiing,Bronze
3809,György Mizsei,Female,27,192,59,UK,Europe,2024,Winter,Skiing,Cross-Country,Gold
3810,Kornel Molnár,Female,33,198,107,Spain,Europe,2024,Summer,Swimming,100m Freestyle,Silver
3811,Ferenc Nagy,Male,35,165,54,Spain,Europe,2024,Summer,Gymnastics,Vault,
3812,János Nagy,Female,37,172,63,South Korea,Asia,2024,Summer,Football,Men's Football,
3813,József Nagy,Male,37,160,101,Brazil,South America,2024,Summer,Weightlifting,Women's 58kg,Bronze
3814,József Nagy,Male,32,154,56,France,Europe,2024,Summer,Gymnastics,Vault,Gold
3815,József Nagy,Male,21,179,84,UK,Europe,2024,Summer,Weightlifting,Women's 58kg,Bronze
3816,László Orbán,Female,40,178,93,Canada,North America,2024,Summer,Basketball,Men's Tournament,Silver
3817,Sándor Orbán,Female,38,176,110,Australia,Oceania,2024,Summer,Football,Men's Football,Bronze
3818,László Pákozdi,Male,18,197,50,Russia,Europe,2024,Summer,Basketball,Men's Tournament,Silver
3819,György Pál,Female,32,163,59,China,Asia,2024,Winter,Ice Hockey,Men's Ice Hockey,
3820,László Papp,Male,23,159,94,India,Asia,2024,Summer,Athletics,200m Sprint,
3821,Tibor Papp,Female,20,166,116,Brazil,South America,2024,Summer,Athletics,100m Sprint,Gold
3822,János Petrovics,Male,21,163,115,Russia,Europe,2024,Winter,Ice Hockey,Men's Ice Hockey,
3823,Mátyás Plachy,Male,20,191,93,Spain,Europe,2024,Summer,Swimming,200m Butterfly,
3824,József Réder,Female,28,159,52,Canada,North America,2024,Summer,Basketball,Men's Tournament,
3825,László Sebők,Female,20,193,57,Japan,Asia,2024,Summer,Football,Women's Football,Silver
3826,Gyula Szabó,Female,20,162,119,Japan,Asia,2024,Summer,Weightlifting,Men's 77kg,
3827,Lóránt Szabó,Male,24,183,114,South Korea,Asia,2024,Summer,Basketball,Women's Tournament,Bronze
3828,János Széles,Male,37,177,114,Russia,Europe,2024,Summer,Weightlifting,Women's 58kg,
3829,Lajos Szigeti,Male,36,169,74,USA,North America,2024,Winter,Skiing,Alpine Skiing,
3830,István Szikora,Male,39,186,103,Japan,Asia,2024,Summer,Athletics,Marathon,Bronze
3831,Sándor Szobolevszky,Female,38,193,98,Brazil,South America,2024,Winter,Skiing,Alpine Skiing,
3832,László Szűcs,Male,36,164,59,India,Asia,2024,Summer,Basketball,Women's Tournament,
3833,László Szőke,Male,25,169,94,South Korea,Asia,2024,Summer,Swimming,200m Butterfly,Bronze
3834,Imre Tóth,Female,29,154,91,Italy,Europe,2024,Summer,Basketball,Men's Tournament,Bronze
3835,István Tóth,Male,24,186,58,Italy,Europe,2024,Summer,Basketball,Men's Tournament,Gold
3836,István Turu,Female,37,166,61,South Africa,Africa,2024,Summer,Athletics,200m Sprint,Gold
3837,Gyula Török,Male,39,172,111,South Africa,Africa,2024,Summer,Gymnastics,Floor Exercise,
3838,János Váradi,Male,21,198,101,Australia,Oceania,2024,Summer,Gymnastics,Vault,Gold
3839,Johny Asadoma,Male,34,186,64,Canada,North America,2024,Summer,Gymnastics,Vault,Silver
3840,Nemo Bahari,Male,27,181,68,Spain,Europe,2024,Winter,Skiing,Alpine Skiing,Silver
3841,Johnny Bolang,Female,25,162,118,France,Europe,2024,Winter,Ice Hockey,Women's Ice Hockey,
3842,Wiem Gommies,Female,33,192,87,Italy,Europe,2024,Summer,Athletics,Marathon,
3843,Syamsul Harahap,Female,22,194,63,USA,North America,2024,Summer,Football,Women's Football,Gold
3844,Hermensen Ballo,Female,29,194,102,Spain,Europe,2024,Summer,Basketball,Men's Tournament,Gold
3845,Ilham Lahia,Female,32,195,113,Spain,Europe,2024,Summer,Gymnastics,Vault,Gold
3846,La Paene Masara,Male,19,161,110,USA,North America,2024,Summer,Gymnastics,Floor Exercise,
3847,Francisco Lisboa,Female,36,170,72,India,Asia,2024,Winter,Skiing,Alpine Skiing,
3848,Salek Mahju,Female,38,156,52,Australia,Oceania,2024,Summer,Football,Men's Football,Gold
3849,Ferry Moniaga,Male,32,182,99,Germany,Europe,2024,Summer,Swimming,200m Butterfly,Bronze
3850,Oei Hok Tiang,Female,22,192,74,South Korea,Asia,2024,Winter,Skiing,Cross-Country,Silver
3851,Albert Papilaya,Male,35,195,81,Brazil,South America,2024,Winter,Skiing,Cross-Country,
3852,Hendrik Simangunsong,Male,36,165,65,South Korea,Asia,2024,Summer,Gymnastics,Floor Exercise,
3853,Adrianus Taroreh,Male,20,184,70,India,Asia,2024,Summer,Football,Men's Football,Silver
3854,Frans van Bronckhorst,Female,32,169,82,Brazil,South America,2024,Winter,Ice Hockey,Women's Ice Hockey,Silver
3855,Alexander Wassa,Female,25,160,83,Japan,Asia,2024,Summer,Swimming,100m Freestyle,Silver
3856,Rabin Bhatta,Male,32,158,54,Russia,Europe,2024,Summer,Swimming,200m Butterfly,Bronze
3857,Shahuraj Birajdar,Female,23,156,75,UK,Europe,2024,Winter,Ice Hockey,Men's Ice Hockey,
3858,Narendar Bisth Singh,Male,33,164,69,UK,Europe,2024,Summer,Gymnastics,Floor Exercise,Gold
3859,Robert Cranston,Male,35,160,56,Spain,Europe,2024,Summer,Gymnastics,Vault,
3860,Amal Das,Male,40,166,80,Australia,Oceania,2024,Winter,Skiing,Alpine Skiing,Bronze
3861,Debendra Thapa,Female,37,160,84,Spain,Europe,2024,Summer,Football,Men's Football,Bronze
3862,John Francis,Female,24,162,53,USA,North America,2024,Winter,Skiing,Cross-Country,Gold
3863,Sandeep Gollen,Female,39,172,90,Japan,Asia,2024,Summer,Football,Men's Football,Bronze
3864,Mac Joachim,Female,36,160,103,China,Asia,2024,Summer,Weightlifting,Men's 77kg,
3865,Benoy Bose,Female,37,170,52,UK,Europe,2024,Summer,Football,Women's Football,Gold
3866,Bob Lall,Female,25,173,63,France,Europe,2024,Summer,Swimming,200m Butterfly,Bronze
3867,C. C. Machiah,Female,39,175,88,Spain,Europe,2024,Summer,Football,Men's Football,
3868,Sakti Mazumdar,Female,19,167,101,Italy,Europe,2024,Summer,Basketball,Men's Tournament,Silver
3869,Ganapathy Manoharan,Male,27,175,63,India,Asia,2024,Summer,Gymnastics,Floor Exercise,
3870,Mehtab Singh,Female,24,166,72,Russia,Europe,2024,Summer,Basketball,Men's Tournament,Gold
3871,Chander Narayanan,Male,40,168,104,China,Asia,2024,Summer,Athletics,Marathon,Silver
3872,Ron Norris,Male,26,154,86,Italy,Europe,2024,Summer,Basketball,Women's Tournament,
3873,Johnny Nuttall,Female,20,176,84,UK,Europe,2024,Winter,Skiing,Cross-Country,
3874,Manoj Pingale,Male,28,157,80,Japan,Asia,2024,Summer,Football,Men's Football,Bronze
3875,Jaslal Pradhan,Male,27,152,113,Canada,North America,2024,Winter,Skiing,Cross-Country,Bronze
3876,Rajendra Prasad,Male,28,197,97,Australia,Oceania,2024,Summer,Football,Men's Football,Silver
3877,S. K. Rai,Female,23,193,59,China,Asia,2024,Summer,Football,Men's Football,
3878,Gene Raymond,Male,38,153,71,China,Asia,2024,Summer,Football,Men's Football,
3879,Gurcharan Singh,Male,23,180,107,Japan,Asia,2024,Winter,Skiing,Cross-Country,
3880,Kaur Singh,Male,20,162,98,Brazil,South America,2024,Summer,Weightlifting,Women's 58kg,Gold
3881,Lakha Singh,Female,40,189,93,Canada,North America,2024,Summer,Weightlifting,Men's 77kg,Silver
3882,Birender Singh Thapa,Male,20,199,107,Australia,Oceania,2024,Winter,Ice Hockey,Men's Ice Hockey,Gold
3883,Devarajan Venkatesan,Female,21,177,110,Germany,Europe,2024,Winter,Skiing,Alpine Skiing,
3884,Muniswamy Venu,Male,25,181,113,Germany,Europe,2024,Summer,Athletics,100m Sprint,Silver
3885,Oscar Ward,Female,18,194,78,France,Europe,2024,Summer,Swimming,200m Butterfly,
3886,Dharmendra Yadav,Female,20,158,96,Canada,North America,2024,Summer,Swimming,200m Butterfly,Silver
3887,Ibrahim Afsharpour,Male,28,160,98,Italy,Europe,2024,Winter,Ice Hockey,Women's Ice Hockey,
3888,Emanoul Aghasi,Male,32,176,105,South Africa,Africa,2024,Summer,Swimming,100m Freestyle,Silver
3889,Nasser Aghaie,Male,23,160,89,Italy,Europe,2024,Summer,Weightlifting,Women's 58kg,
3890,Sadegh Ali Akbarzadeh Khoi,Male,37,160,61,India,Asia,2024,Summer,Weightlifting,Women's 58kg,
3891,Mohamed Azar Hazin,Female,21,151,50,China,Asia,2024,Summer,Weightlifting,Men's 77kg,Gold
3892,Babak Moghimi,Male,24,176,88,France,Europe,2024,Summer,Swimming,200m Butterfly,
3893,Parviz Badpa,Male,20,158,110,Spain,Europe,2024,Winter,Ice Hockey,Women's Ice Hockey,Bronze
3894,Manuchehr Bahmani,Male,27,164,93,Russia,Europe,2024,Summer,Football,Men's Football,
3895,Parviz Bahmani,Female,20,169,76,Spain,Europe,2024,Winter,Skiing,Alpine Skiing,Bronze
3896,Ali Bahri Khomani,Male,34,166,96,South Africa,Africa,2024,Summer,Basketball,Men's Tournament,
3897,Sayed Bashiri,Female,23,152,93,Italy,Europe,2024,Summer,Weightlifting,Women's 58kg,Gold
3898,Hassan Eghmaz,Male,32,170,107,India,Asia,2024,Summer,Weightlifting,Women's 58kg,Bronze
3899,Jamshid Fani,Male,40,196,109,China,Asia,2024,Summer,Basketball,Men's Tournament,
3900,Jabar Feli,Female,28,162,108,South Africa,Africa,2024,Winter,Ice Hockey,Men's Ice Hockey,Silver
3901,Behzad Ghaedi,Male,35,157,99,USA,North America,2024,Summer,Basketball,Women's Tournament,Gold
3902,Ayoub Pourtaghi,Male,36,154,120,Australia,Oceania,2024,Summer,Weightlifting,Men's 77kg,Bronze
3903,Ezrael Illkhanouf,Female,21,195,79,USA,North America,2024,Summer,Gymnastics,Vault,Gold
3904,George Issabeg,Female,26,150,102,Japan,Asia,2024,Summer,Swimming,200m Butterfly,Bronze
3905,Mohamed Jamshid Abadi,Male,30,153,80,Brazil,South America,2024,Summer,Gymnastics,Vault,
3906,Vazik Ghazarian,Male,36,179,109,Italy,Europe,2024,Summer,Gymnastics,Floor Exercise,Bronze
3907,Yusef Khateri,Male,28,195,115,Germany,Europe,2024,Summer,Gymnastics,Vault,Silver
3908,Iraj Kia Rostami,Male,39,194,75,Germany,Europe,2024,Summer,Swimming,200m Butterfly,
3909,Sayed Mahmoudpour Roudsari,Male,40,182,76,Russia,Europe,2024,Winter,Skiing,Cross-Country,
3910,Korosh Malaie Saefid Dashti,Female,19,153,70,Russia,Europe,2024,Winter,Skiing,Alpine Skiing,Silver
3911,Nadimi Ghasre Dashti,Male,40,167,105,India,Asia,2024,Summer,Swimming,200m Butterfly,Bronze
3912,Petros Nazarbegian,Female,19,193,107,Germany,Europe,2024,Summer,Football,Men's Football,Gold
3913,Fazlolah Nickhah,Male,21,172,110,UK,Europe,2024,Summer,Athletics,200m Sprint,Bronze
3914,Eskandar Shora,Female,18,158,112,France,Europe,2024,Winter,Skiing,Alpine Skiing,
3915,Hassan Pakandam,Female,22,154,55,Russia,Europe,2024,Summer,Weightlifting,Women's 58kg,Silver
3916,Masoud Rahimiha,Male,38,188,102,India,Asia,2024,Summer,Weightlifting,Women's 58kg,Gold
3917,Ghasem Rassaeli,Male,30,191,71,South Africa,Africa,2024,Summer,Weightlifting,Men's 77kg,
3918,Mohamed Reza Samadi,Male,26,165,101,India,Asia,2024,Winter,Ice Hockey,Men's Ice Hockey,
3919,Ardashes Saginian,Male,23,196,91,Canada,North America,2024,Winter,Ice Hockey,Men's Ice Hockey,
3920,Morteza Shiri,Female,23,197,92,USA,North America,2024,Summer,Football,Women's Football,Bronze
3921,Hussain Tousi,Female,22,190,69,Russia,Europe,2024,Summer,Gymnastics,Vault,Bronze
3922,Nosra Vakil Monfard,Male,24,193,115,India,Asia,2024,Summer,Football,Women's Football,Gold
3923,Siamak Varzideh,Female,37,156,89,Brazil,South America,2024,Winter,Skiing,Alpine Skiing,
3924,Ghasem Yavarkandi,Female,39,199,110,Russia,Europe,2024,Summer,Basketball,Men's Tournament,
3925,Brian Anderson,Female,20,180,70,USA,North America,2024,Winter,Ice Hockey,Men's Ice Hockey,
3926,Billy Barnes,Male,24,196,111,Italy,Europe,2024,Winter,Skiing,Alpine Skiing,Gold
3927,Francie Barrett,Female,25,192,68,Canada,North America,2024,Winter,Skiing,Alpine Skiing,Bronze
3928,Martin Brereton,Male,29,167,101,UK,Europe,2024,Summer,Football,Men's Football,Gold
3929,Paul Buttimer,Female,20,196,71,South Africa,Africa,2024,Winter,Skiing,Cross-Country,
3930,Tony Byrne,Female,23,191,117,Russia,Europe,2024,Summer,Gymnastics,Vault,Gold
3931,Brian Byrne,Female,27,199,82,India,Asia,2024,Summer,Football,Women's Football,
3932,Matt White,Female,22,200,115,USA,North America,2024,Summer,Football,Women's Football,
3933,Johnny Caldwell,Female,26,187,100,India,Asia,2024,Summer,Basketball,Men's Tournament,Silver
3934,Michael Carruth,Male,34,171,99,South Africa,Africa,2024,Summer,Gymnastics,Vault,Bronze
3935,Joe Casey,Male,20,170,86,Canada,North America,2024,Summer,Athletics,100m Sprint,
3936,Jack Chase,Male,23,155,103,Italy,Europe,2024,Summer,Athletics,200m Sprint,Bronze
3937,Tommy Corr,Female,37,195,87,Australia,Oceania,2024,Winter,Skiing,Alpine Skiing,Silver
3938,Peter Crotty,Female,21,187,76,Brazil,South America,2024,Winter,Ice Hockey,Men's Ice Hockey,
3939,P. J. Davitt,Male,37,185,102,South Africa,Africa,2024,Summer,Swimming,200m Butterfly,
3940,Paul Douglas,Female,21,155,61,Brazil,South America,2024,Winter,Ice Hockey,Men's Ice Hockey,Bronze
3941,Mick Dowling,Male,26,198,110,China,Asia,2024,Summer,Gymnastics,Vault,Gold
3942,Mossy Doyle,Female,19,197,97,Brazil,South America,2024,Summer,Athletics,Marathon,Bronze
3943,Seán Doyle,Male,24,166,67,USA,North America,2024,Summer,Gymnastics,Floor Exercise,
3944,Willie Duggan,Male,20,159,80,Australia,Oceania,2024,Summer,Swimming,100m Freestyle,Bronze
3945,Brendan Dunne,Female,26,153,55,South Korea,Asia,2024,Summer,Basketball,Women's Tournament,
3946,Paddy Dwyer,Female,29,178,119,Spain,Europe,2024,Winter,Skiing,Alpine Skiing,
3947,Christy Elliott,Male,25,182,77,South Korea,Asia,2024,Summer,Football,Men's Football,Bronze
3948,Paul Fitzgerald,Female,30,198,78,UK,Europe,2024,Summer,Athletics,100m Sprint,Bronze
3949,Paddy Fitzsimons,Female,20,176,84,Germany,Europe,2024,Summer,Gymnastics,Vault,Bronze
3950,Matt Flanagan,Male,26,171,94,South Africa,Africa,2024,Summer,Football,Women's Football,
3951,Larry Flood,Male,29,181,119,Spain,Europe,2024,Summer,Football,Women's Football,
3952,Peter Foran,Female,35,167,89,Australia,Oceania,2024,Summer,Weightlifting,Men's 77kg,
3953,Freddie Gilroy,Female,33,172,113,Russia,Europe,2024,Summer,Athletics,Marathon,Bronze
3954,Paul Griffin,Male,23,173,57,Brazil,South America,2024,Winter,Ice Hockey,Women's Ice Hockey,Bronze
3955,Gerry Hamill,Female,37,171,92,India,Asia,2024,Summer,Football,Men's Football,
3956,Gerry Hawkins,Female,19,183,53,Brazil,South America,2024,Summer,Basketball,Women's Tournament,Gold
3957,Robert Hilliard,Male,35,180,68,Spain,Europe,2024,Summer,Football,Women's Football,Bronze
3958,Paddy Hughes,Female,29,161,93,Italy,Europe,2024,Summer,Swimming,200m Butterfly,Gold
3959,Kieran Joyce,Female,27,168,84,Spain,Europe,2024,Winter,Skiing,Alpine Skiing,Gold
3960,Pa Kelleher,Female,36,186,100,South Africa,Africa,2024,Summer,Swimming,100m Freestyle,Bronze
3961,Damaen Kelly,Female,32,197,75,Russia,Europe,2024,Summer,Football,Men's Football,
3962,George Kelly,Male,35,188,82,Australia,Oceania,2024,Summer,Football,Women's Football,Gold
3963,Paddy Kenny,Male,23,181,55,South Africa,Africa,2024,Summer,Football,Women's Football,
3964,John Kidley,Male,33,152,93,South Africa,Africa,2024,Summer,Football,Women's Football,Silver
3965,Davy Larmour,Male,38,188,68,UK,Europe,2024,Summer,Basketball,Women's Tournament,
3966,Joe Lawlor,Female,19,163,76,UK,Europe,2024,Summer,Weightlifting,Women's 58kg,
3967,Paddy Lenehan,Male,36,198,101,UK,Europe,2024,Summer,Athletics,100m Sprint,
3968,Willie Lenihan,Female,37,174,88,South Korea,Asia,2024,Summer,Gymnastics,Floor Exercise,Gold
3969,John Lowey,Male,30,181,85,UK,Europe,2024,Summer,Weightlifting,Women's 58kg,Bronze
3970,John Lyttle,Female,21,193,73,France,Europe,2024,Winter,Ice Hockey,Men's Ice Hockey,Bronze
3971,Brian Magee,Male,24,176,95,China,Asia,2024,Summer,Swimming,100m Freestyle,
3972,Kevin Martin,Male,28,156,60,France,Europe,2024,Summer,Swimming,100m Freestyle,Bronze
3973,Kevin McBride,Female,32,199,71,Canada,North America,2024,Summer,Gymnastics,Floor Exercise,Bronze
3974,Sean McCafferty,Male,38,190,74,China,Asia,2024,Summer,Weightlifting,Men's 77kg,Silver
3975,Brendan McCarthy,Female,33,172,118,France,Europe,2024,Summer,Football,Men's Football,
3976,Jim McCourt,Male,18,182,87,Germany,Europe,2024,Winter,Skiing,Cross-Country,Gold
3977,Colm McCoy,Male,28,168,97,South Korea,Asia,2024,Summer,Swimming,200m Butterfly,Silver
3978,Maxie McCullagh,Female,39,185,89,UK,Europe,2024,Summer,Basketball,Men's Tournament,
3979,Wayne McCullough,Male,38,160,76,USA,North America,2024,Summer,Weightlifting,Men's 77kg,Bronze
3980,Eamonn McCusker,Female,30,190,58,USA,North America,2024,Winter,Ice Hockey,Men's Ice Hockey,
3981,Myles McDonagh,Female,32,171,68,Italy,Europe,2024,Summer,Basketball,Men's Tournament,Bronze
3982,Barry McGuigan,Female,37,152,104,Germany,Europe,2024,Summer,Gymnastics,Floor Exercise,
3983,Eamonn McKeon,Female,30,174,107,USA,North America,2024,Summer,Swimming,200m Butterfly,Gold
3984,Mick McKeon,Female,39,166,99,UK,Europe,2024,Summer,Swimming,100m Freestyle,Silver
3985,Neil McLaughlin,Male,32,158,104,South Africa,Africa,2024,Winter,Ice Hockey,Men's Ice Hockey,
3986,Adam McLean,Male,20,152,98,France,Europe,2024,Summer,Weightlifting,Women's 58kg,
3987,Christy McLoughlin,Male,31,167,104,South Korea,Asia,2024,Summer,Football,Men's Football,
3988,John McNally,Female,36,160,114,Russia,Europe,2024,Summer,Swimming,200m Butterfly,Silver
3989,Bernie Meli,Female,27,154,53,South Africa,Africa,2024,Summer,Swimming,200m Butterfly,
3990,Terry Milligan,Female,30,169,88,Germany,Europe,2024,Summer,Gymnastics,Vault,Bronze
3991,Jim Montague,Male,32,188,107,Spain,Europe,2024,Summer,Gymnastics,Vault,
